Date,Time,Operator,Flight,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Location,Latitude,Longitude,geometry
1/13/2005,,Military - Colombian government,,,Black Hawk helicopter,,,20,18,2,20,18,2,0,The helicopter was on a counter-narcotics mission when it crashed in heavy fog.,"Manguipayan, Colombia",4.6,-74.51667,POINT (4.6 -74.51666999999998)
1/13/2005,22:18,AirNow,,"Bangor, ME - Concord, NH",Embraer EMB-110 Bandeirante,N49BA,110301,1,0,1,1,0,1,0,"The cargo plane diverted to Keene due to poor weather. During the final approach at night, the plane hit the ground short of Runway 02 and was destroyed.","Keene, New Hampshire",42.933597,-72.2784264,POINT (42.933597 -72.27842640000001)
1/26/2005,1:20,Military - U.S. Marines,,Ferrying troops,CH53E Sea Stallion,164536,,31,29,2,31,29,2,0,The helicopter crashed in rain and a sandstorm.,"Rutbah, Iraq",33.037183,40.285862,POINT (33.037183 40.285862)
1/27/2005,8:10,Farnair Hungary,,Bucharest -Lasi,Let 410UVP-E4,HA-LAR,871923,2,0,2,2,0,2,0,The cargo plane was attempting to land in a snowstorm when it turned left and descended until it crashed a mile from the airport.,"Lasi, Hungary",41.980955,-72.760193,POINT (41.980955 -72.760193)
1/30/2005,16:30,Military - Royal Air Force,,Bagdad - Balad,Lockheed Hercules C.1,XV179,4195,10,8,2,10,8,2,0,"The plane was flying at a low level when it was hit by enemy fire. The right wing separated from the fuselage and the plane lost control, crashed and was destroyed.","Al Taji, Iraq",33.5298923,44.2774643,POINT (33.5298923 44.2774643)
2/3/2005,17:00,Kam Air,904,Herat - Kabul,Boeing B-737-200,EX-037,22075/630,104,96,8,104,96,8,0,"Unable to land at Kabul because of a blizzard, the crew tried to reach Peshawar, Pakistan but crashed into 11,000 ft. Chaperi Mountain near Kabul.","Kabul, Afghanistan",34.5260131,69.1776476,POINT (34.5260131 69.17764759999999)
2/3/2005,8:07,Air West,,Sharjah - Khartoum - Nyala,Ilyushin 76TD,ST-EWB,23438122,7,0,7,7,0,7,0,"After developing fuel system problems the cargo flight carrying humanitarian goods, was advised to land at Aad Babaker. The plane did not make it and crashed 15 km east of Khartoum.","Khartoum, Sudan",15.593325,32.53565,POINT (15.593325 32.53565)
2/16/2005,9:13,Circuit City Stores - Charter,,"Richmond, VA - Saint Louis, MO  - Pueblo,CO - Irvine, CA",Cessna 560 Citation V,N500AT,560-0146,8,6,2,8,6,2,0,"While on approach the business flight descended through IMC until the left wing contacted the ground. The plane crashed into a field and burned. The plane crashed because the pilots failed to notice the airplane had slowed to an unsafe speed and allowed the plane to stall. In addition, there was a thin layer of ice on the aircraft's wings. The flight crew's failure to effectively monitor and maintain airspeed and comply with procedures for deice boot activation on the approach, which caused an aerodynamic stall from which they did not recover. Contributing to the accident was the FAA's failure to establish adequate certification requirements for flight into icing conditions, which led to the inadequate stall warning margin provided by the airplane's stall warning system.","Pueblo, Colorado",38.2544472,-104.609141,POINT (38.2544472 -104.609141)
2/22/2005,7:15,Indonesian National Police,,Jayapura - Sarmi,CASA 212 Aviocar,P-2032 P-2032,,18,14,4,15,11,4,0,"On final approach, the aircraft crashed into the sea 100 meters off shore, 400 meters short of runway.","Sarmi, Indonesia Sarmi, Indonesia",-1.876459,138.751745,POINT (-1.876459 138.751745)
2/22/2005,13:22,Missionary Aviation Fellowship,,Tabubil - Bimin,de Havilland DHC-6 Twin Otter 300,P2-MFQ,174,13,10,3,2,0,2,0,While on approach to Runway 29 the aircraft crashed on a mountain.,"Bimin, Papua, New Guinea",-5.36667,142.11667,POINT (-5.36667 142.11667)
3/8/2005,9:23,Air Global,,Maturin - Charallave,Cessna 500 Citation I,YV-21CP,500-0115,2,0,2,2,0,2,0,The cargo plane crashed into a wooded area short of the runway and was destroyed.,"Charallave, Venezuela",10.2456598,-66.8586608,POINT (10.2456598 -66.8586608)
3/15/2005,0:15,Loganair,,Glasgow - Campbeltown,Pilatus-Britten Norman BN-2B-26 Islander,G-BOMG,2205,2,1,1,2,1,1,0,"While on final approach, the air ambulance crashed into the sea at night and in poor visibility.","Campbeltown, United Kingdom",55.4241858,-5.6051005,POINT (55.4241858 -5.6051005)
3/16/2005,13:57,Regional Airlines,,Ufa - Usinsk - Perm - Varandey - Naryan Mar,Antonov 24,RA-46489,27308107,52,45,7,28,26,2,0,"The  Russian turboprop carrying oil workers, crashed into the ground and caught fire while on final approach to Varandey in heavy fog.  The plane’s crew tried to make an emergency landing five kilometers away from the airport. The moment the plane touched the ground, the plane fell to one side broke up and caught fire.  Pilot error.  Lack of coordination among the crew and the blinding whiteness of the snow that disoriented the pilots, apparently causing them to perform a wrong maneuver.","Varandey, Russia",68.8489378,58.20254192,POINT (68.8489378 58.2025419175187)
3/23/2005,23:07,Air Transport,,Mwanza - Khartoum - Zagreb,Ilyushin IL-76TD,ER-IBR,43454623,8,0,8,8,0,8,0,"The cargo plane, after takeoff and climbing lost altitude and crashed into Lake Victoria.","Mwanza, Tanzania",-2.5196915,32.9014417,POINT (-2.5196915 32.9014417)
3/26/2005,10:15,West Caribbean Airways,,Old Providence - San Andres,Let-410UVP-E,HK-4146,902426,14,12,2,8,6,2,0,The small airliner crashed while taking off from the Colombian Caribbean Island of Old Providence. The aircraft climbed to a height of about 100 feet and then lost control and crashed into a hill.,"El Embrujo, Providencia Island, Colombia",13.35480065,-81.35740692,POINT (13.35480065 -81.35740691731641)
3/31/2005,20:00,Military - U.S. Air Force,,Training,Lockheed Hercules MC-130H,87-0127,5118,9,0,9,9,0,9,0,While on a training mission the aircraft crashed into a mountainous area and was destroyed.,"Rovie, Albania",42.65756,-73.789994,POINT (42.65756 -73.78999399999999)
4/12/2005,12:10,GT Air,,Timika - Enarotali,de Havilland Canada DHC-6 Twin Otter 100,PK-LTZ,23,18,15,3,18,15,3,0,The plane crashed while en route on a one hour flight. The wreckage was found 5 days later.,"Enarotali, Indonesia",-3.9284498,136.3766675,POINT (-3.9284498 136.3766675)
4/20/2005,22:15,Saha Airline Services,,Krish - Teran,Boeing B-707-3J9C,EP-SHE,21127/915,169,157,12,3,3,0,0,Soon after experiencing a hard landing an engine began burning while the aircraft was taxiing. The plane then skidded of the runway and fell into the Kan River. One of the passenger's infant fell into the river and drowned while exiting the aircraft.,"Tehran, Iran",35.7006177,51.4013785,POINT (35.7006177 51.4013785)
4/21/2005,,Military - Bulgarian,,,Mil Mi-8,,,11,,,11,,,0,Shot down.,"Baghdad, Iraq",33.3024309,44.3787992,POINT (33.3024309 44.3787992)
4/28/2005,11:28,Military - Fuerza Del Peru,,Training,Let 410UVP,EP-830,790304,13,11,2,13,11,2,0,"While taking off on a training flight, the twin engine aircraft stalled and crashed near a petroleum facility near the airport.","Pisco, Peru",-13.7099813,-76.2029793,POINT (-13.7099813 -76.2029793)
5/2/2005,22:14,Airwork NZ,23,Auckland - Blenheim,Swearingen SA.227AC Metro III,ZK-POA,AC-551B,2,0,2,2,0,2,0,"The plane entered a spiral descent and broke up. It found the captain noticed a fuel imbalance and opened the crossfeed. This resulted in the plane being flown at a large sideslip angle while still under autopilot control, by means of the rudder trim mechanism. Forty-seven seconds after the cross flow was opened, there was a  ""bank angle"" warning, followed by a warning chime that was presumably a warning they were straying from their correct altitude. The autopilot disengaging, probably due to a servo reaching its torque limit. This meant that there was no compensation applied for the rudder trim input, and the plane entered a roll and steep descent, disintegrating around FL 199. The investigation found poor visibility at night in low cloud was a factor in preventing the pilots realizing sooner.","Stratford, New Zealand",-39.1509402,174.7559028,POINT (-39.1509402 174.755902849939)
5/5/2005,13:30,Kisangani Airlift,,Bangboka - Isiro,Antonov AN-26,EK-26060,17311107,11,7,4,10,6,4,0,The plane was heading for the town of Isiro when it lost radio contact. As it was returning to Kisangani its propeller hit a tree and the plane lost control.,"Kisangani, Democratic Republic Congo",0.51528,25.19099,POINT (0.5152800000000001 25.19099)
5/7/2005,11:45,Aero-Tropics,,Bamaga - Lockhart River,Swearingen SA-227AC Metro III,VH-TFU,DC-818B,15,13,2,15,13,2,0,"The plane crashed as it was preparing to land at the remote Aboriginal community of Lockhart River on Cape York peninsula. The plane was flying in heavy rain and strong winds when it crashed. The wreckage was found in rugged rainforest terrain. Controled flight into terrain. The flight crew did not react to the mountain rising up before them. The copilot, who was flying the plane, was not qualified to undertake the instrument landing approach attempted, an RNAV (GNSS) approach.","Lockhart River, Queensland, Australia",-12.7852737,143.3425173,POINT (-12.7852737 143.3425173)
5/16/2005,12:20,Transportes Aereos Don Carlos - Charter,,"Balmaceda, Argentina - Chile Chiro, Chile",Beech 65-A80 Queenaire,CC-CFS,LD-220,10,9,1,10,9,1,0,The charter flight crashed a few minutes after takeoff under unkown circumstances.,"El Portezulo, Argentina",-31.833333,-65.2,POINT (-31.833333 -65.2)
5/18/2005,13:27,Military - Zambia Air Force,,Lusaka - Livingstone - Mongu - Lusaka,Yunshuji Y-12,AF-216,89,13,8,5,13,8,5,0,The plane was on its routine operations of delivering military supplies and food to the drought-stricken parts of Southern and Western provinces of Zambia when the accident occurred.  The plane took off from Lusaka and safely reached Livingstone and Mongu. It had just taken off from Mongu on its way back to Lusaka when it crashed.,"Mongu, Zambia",-15.2668751,23.1365365,POINT (-15.2668751 23.1365365)
5/25/2005,,Charter - Maniema Union (owner Victoria Air),,Goma - Kindu - Kongolo,Antonov AN-12BP,9Q-CVG,4342404,27,22,5,27,22,5,0,Crashed into mountains and dense forest. The plane lost contact with the tower 30 minutes after taking off from Goma. The wreckage was found at the bottom of a cliff.,"Walungu, Congo",-2.6214,28.66946,POINT (-2.6214 28.66946)
6/2/2005,11:15,Marsland Aviation,430,Kartoom - El Obeid - El Fasher,Antonov AN-24B,ST-WAL,6991004,42,36,6,7,6,1,0,The plane crashed during takeoff after a fire erupted in the No. 1 engine. The crew aborted the takeoff but crashed at the end of the runway.,"Khartoom, Sudan",31.517727,34.433645,POINT (31.517727 34.433645)
7/16/2005,10:00,Ecuatair,,"Malabala, Bioko Island - Bata",Antonov AN-24B,3C-VQR,79901104,60,54,6,60,54,6,0,"The airliner disappeared from radar and crashed into dense jungle shortly after taking off from Malabala. A witness saw flames coming from the side of the plane shortly after take-off. The plane then tilted and fell, skidded over trees for a distance of about half a mile and crashed. The plane was overloaded. The aircraft was built to accommodate a maximum of 48 passengers.","Baney, Equatorial Guinea",3.7014833,8.9094224,POINT (3.7014833 8.9094224)
8/2/2005,16:04,Air France,358,"Paris, France - Toronto Canada",Airbus A-340,F-GLZQ,289,309,297,12,0,0,0,0,"The plane landed almost half-way down Runway 24, overran the runway, broke in two and caught fire. There was severe thunderstorms at the time of the landing with rain, lightning and hail. All 309 aboard escaped. There were 43 injuries. The pilot landed the plane too far down the rain-slick runway making it virtually impossible to stop the plane before it ran off the runway. In addition, the reverse thrust was not employed until 17 seconds after the wheels touched down.","Toronto, Canada",43.6534817,-79.3839347,POINT (43.6534817 -79.38393470000003)
8/6/2005,15:40,Tuninter,1153,"Bari, Italy - Djerba, Tunisia",ATR-72-202,TS-LBB,258,39,35,4,16,14,2,0,"The aircraft developed engine trouble while en route from Bari Italy to Djerba, Tunisia The crew contacted Palermo ATC for an emergency landing but ditched into the sea approximately 19 miles north of Palermo. The pilot reported that both engines had failed. Fuel starvation. The maintenance crew incorrectly installed a fuel gauge for a ATR-42 on the ATR-72. Both instruments look very similar. A contributing factor was the failure of the crew to carry out proper emergency procedures once the plane ran out of fuel. In March 2009, an Italian court sentenced the pilot, to 10 years of jail for manslaughter. Prosecutors said that after the plane's engines stopped functioning, Garbi failed to follow emergency procedures, and that he could possibly have reached runway 25 of Palermo ""Punta Raisi"" Airport, or even the standard runway 20. Witnesses say he succumbed to panic and began praying out loud, rather than attempting to maneuver the plane to the nearest airport.","Palermo, Italy",38.1112268,13.3524434,POINT (38.1112268 13.3524434)
8/10/2005,12:43,Copterline,,"Talinn, Estonia - Helsinki, Finland",Sikorsky S-76C,OH-HCI,760508,14,12,2,14,12,2,0,"The helicopter crashed at sea about 3 miles off the coast near the island of Naissaar, after disappeared from Tallinn ATC radar 3 minutes after take-off from Tallinn in gusty wind conditions. Failure of the power steering system, caused by coating flaking off from servo pistons. The loosened plasma coating flakes blocked the return valves of the servos, causing the aircraft to abruptly lose its maneuverability","Talinn, Estonia",51.9,82.55,POINT (51.9 82.55)
